batch_date,batch_time,speed
2019-01-06,7:50,39.30757562
2019-01-06,8:00,37.59773048
2019-01-06,8:10,36.22068603
2019-01-06,8:20,35.02111354
2019-01-06,8:30,34.33297391
2019-01-06,8:40,34.05098327
2019-01-06,8:50,33.97785693
2019-01-06,9:00,34.32812099
2019-01-06,9:10,35.00286452
2019-01-06,9:20,35.33791051
2019-01-06,9:30,35.42330006
2019-01-06,9:40,35.42024391
2019-01-06,9:50,35.34126852
2019-01-06,10:00,35.24819953
2019-01-06,10:10,35.1942944
2019-01-06,10:20,35.21716454
2019-01-06,10:30,35.26510462
2019-01-06,10:40,35.45406165
2019-01-06,10:50,35.63015326
2019-01-06,11:00,35.88993161
2019-01-06,11:10,36.24061752
2019-01-06,11:20,36.58582989
2019-01-06,11:30,36.97131049
2019-01-06,11:40,37.38344511
2019-01-06,11:50,37.83777669
2019-01-06,12:00,38.38010184
2019-01-06,12:10,38.97418341
2019-01-06,12:20,39.51277413
2019-01-06,12:30,40.16505772
2019-01-06,12:40,40.64761616
2019-01-06,12:50,40.94985115
2019-01-06,13:00,41.0198346
2019-01-06,13:10,40.88067337
2019-01-06,13:20,40.48979455
2019-01-06,13:30,39.95529996
2019-01-06,13:40,39.34546926
2019-01-06,13:50,38.64860022
2019-01-06,14:00,38.02964736
2019-01-06,14:10,37.65863316
2019-01-06,14:20,37.31788098
2019-01-06,14:30,37.06826569
2019-01-06,14:40,36.902682
2019-01-06,14:50,36.78893523
2019-01-06,15:00,36.81073527
2019-01-06,15:10,36.87886049
2019-01-06,15:20,36.88641612
2019-01-06,15:30,36.83585685
2019-01-06,15:40,36.86815183
2019-01-06,15:50,36.83834684
2019-01-06,16:00,36.87183735
2019-01-06,16:10,36.88464841
2019-01-06,16:20,36.81286576
